,datetime,source,Easting (m),Northing (m),TVD (m),MW,double_flag
392,2016-11-01 13:00:31.072,es,,,,,False
393,2016-11-01 13:01:44.000,srl,2823.0,4088.0,3388.0,-0.08,False
394,2016-11-01 13:15:47.862,es,,,,,False
395,2016-11-01 13:17:06.860,es,,,,,False
396,2016-11-01 13:17:42.000,srl,2750.0,4100.0,3670.0,-0.24,False
397,2016-11-01 13:18:47.000,srl,2808.0,4202.0,3484.0,-0.21,False
398,2016-11-01 13:22:35.000,srl,2828.0,4088.0,3419.0,-0.14,False
399,2016-11-01 13:24:00.000,srl,2833.0,4117.0,3398.0,-0.25,False
400,2016-11-01 13:24:14.000,srl,2848.0,4117.0,3384.0,-0.33,False
401,2016-11-01 13:24:52.000,srl,2838.0,4117.0,3463.0,-0.14,False
402,2016-11-01 13:26:18.000,srl,2793.0,4207.0,3473.0,-0.21,False
403,2016-11-01 13:34:49.000,srl,2843.0,4112.0,3429.0,-0.26,False
404,2016-11-01 13:35:30.000,srl,2788.0,4143.0,3469.0,-0.26,False
405,2016-11-01 13:37:10.000,srl,2823.0,4073.0,3419.0,-0.24,False
406,2016-11-01 13:42:43.000,srl,2833.0,4127.0,3364.0,-0.32,False
407,2016-11-01 13:55:33.000,srl,2868.0,4127.0,3330.0,-0.23,False
408,2016-11-01 13:57:06.000,srl,2850.0,4100.0,3513.0,-0.11,False
409,2016-11-01 13:58:39.000,srl,2800.0,4200.0,3429.0,-0.01,False
410,2016-11-01 13:59:44.000,srl,2793.0,4177.0,3638.0,-0.36,False
411,2016-11-01 14:00:32.000,srl,2833.0,4092.0,3350.0,-0.3,False
412,2016-11-01 14:00:58.000,srl,2788.0,4143.0,3453.0,-0.31,False
413,2016-11-01 14:02:59.000,srl,2776.0,4030.0,3254.0,-0.26,False
414,2016-11-01 14:05:31.000,srl,2823.0,4112.0,3329.0,-0.41,False
415,2016-11-01 14:06:25.000,srl,2850.0,4150.0,3524.0,0.38,False
416,2016-11-01 14:07:36.000,srl,2783.0,4162.0,3496.0,-0.43,False
417,2016-11-01 14:08:48.000,srl,2783.0,4177.0,3598.0,-0.13,False
418,2016-11-01 14:11:02.000,srl,2828.0,4113.0,3403.0,-0.26,False
419,2016-11-01 14:11:20.000,srl,2793.0,4138.0,3503.0,-0.14,False
420,2016-11-01 14:11:24.000,srl,2828.0,4127.0,3434.0,-0.12,False
421,2016-11-01 14:11:48.000,srl,2800.0,4150.0,3792.0,-0.22,False
422,2016-11-01 14:15:20.000,srl,2808.0,4101.0,3505.0,-0.26,False
423,2016-11-01 14:15:24.000,srl,2850.0,4150.0,3539.0,-0.11,False
424,2016-11-01 14:15:43.000,srl,2773.0,4123.0,3504.0,-0.27,False
425,2016-11-01 14:18:52.382,es,,,,,False
426,2016-11-01 14:19:33.000,srl,2823.0,4097.0,3500.0,-0.28,False
427,2016-11-01 14:20:38.000,srl,2788.0,4142.0,3517.0,-0.27,False
428,2016-11-01 14:20:54.000,srl,2850.0,4150.0,3528.0,0.05,False
429,2016-11-01 14:21:07.000,srl,2793.0,4167.0,3511.0,-0.2,False
430,2016-11-01 14:21:25.000,srl,2841.0,4189.0,3103.0,-0.38,False
431,2016-11-01 14:22:08.000,srl,2853.0,4127.0,3360.0,-0.09,False
432,2016-11-01 14:24:08.000,srl,2850.0,4100.0,3637.0,-0.14,False
433,2016-11-01 14:28:53.000,srl,2788.0,4142.0,3485.0,-0.01,False
434,2016-11-01 14:29:12.000,srl,2867.0,4191.0,3409.0,-0.23,False
435,2016-11-01 14:29:53.000,srl,2800.0,4100.0,3742.0,-0.11,False
436,2016-11-01 14:34:28.000,srl,2843.0,4117.0,3325.0,-0.23,False
437,2016-11-01 14:34:59.000,srl,2850.0,4150.0,3589.0,0.02,False
438,2016-11-01 14:37:05.000,srl,2850.0,4050.0,3737.0,-0.18,False
439,2016-11-01 14:40:57.910,es,,,,,False
440,2016-11-01 14:46:16.000,srl,2850.0,4100.0,3515.0,0.2,False
441,2016-11-01 14:46:53.000,srl,2843.0,4157.0,3398.0,-0.23,False
442,2016-11-01 14:48:14.000,srl,2863.0,4132.0,3343.0,-0.19,False
443,2016-11-01 14:48:53.000,srl,2800.0,4200.0,3494.0,-0.22,False
444,2016-11-01 14:49:14.000,srl,2800.0,4150.0,3782.0,-0.17,False
445,2016-11-01 14:49:44.000,srl,2773.0,4128.0,3531.0,-0.11,False
446,2016-11-01 15:00:16.000,srl,2788.0,4162.0,3498.0,-0.18,False
447,2016-11-01 15:05:26.000,srl,2798.0,4172.0,3564.0,-0.08,False
448,2016-11-01 15:10:14.000,srl,2818.0,4181.0,3459.0,-0.13,False
449,2016-11-01 15:44:40.048,es,,,,,False
450,2016-11-01 16:01:20.438,es,,,,,False
451,2016-11-01 16:01:52.000,srl,2783.0,4152.0,3427.0,-0.19,False
452,2016-11-01 16:02:26.000,srl,2788.0,4157.0,3520.0,0.04,False
453,2016-11-01 16:09:33.262,es,,,,,False
454,2016-11-01 16:16:59.000,srl,2813.0,4167.0,3488.0,-0.19,False
455,2016-11-01 16:20:35.000,srl,2813.0,4217.0,3536.0,-0.13,False
456,2016-11-01 16:20:42.000,srl,2833.0,4177.0,3385.0,-0.23,False
457,2016-11-01 16:21:07.000,srl,2853.0,4142.0,3329.0,-0.29,False
